HIP, HD, RAdeg, DEdeg, RAhms, DEdms, Plx(mas), e_Plx(mas), distance_Plx(pc), Vmag, MV, MV_error, VTmag, MVt, MVt_error, B_menos_V(mag), BT_menos_VT(mag)
56630,\N,174.16899098,39.19161005,11,39,40.99,1.55,24.3962,10.01,8.073389591582508,0.08215144824384168,10.166,8.22938959158251,0.08215144824384168,1.29,1.682
88622,"165401",271.40614302,4.65795549,18,4,41,0.88,24.3902,6.8,4.863919283598679,0.04661437164606097,6.877,4.940919283598679,0.04661437164606097,0.61,0.652
5799,"7439",18.59986241,-7.9235004,1,-7,41.01,0.89,24.3843,5.14,3.2044488464374243,0.047132746544787274,5.196,3.2604488464374235,0.047132746544787274,0.448,0.472
80229,\N,245.67281906,-48.65438229,16,-48,41.01,3.69,24.3843,11.82,9.884448846437424,0.19591472014368438,\N,\N,\N,1.45,\N
66212,"118036",203.56823695,-0.31383882,13,0,41.03,1.87,24.3724,7.37,5.435507584834562,0.09903652263406082,7.617,5.682507584834564,0.09903652263406082,1.521,1.078
15131,"20407",48.77708474,-45.66516723,3,-45,41.05,0.59,24.3605,6.75,4.816565807277298,0.031212106009280927,6.816,4.882565807277299,0.031212106009280927,0.586,0.646
79492,"145958",243.32642684,13.52792867,16,13,41.05,1.58,24.3605,6.68,4.746565807277298,0.08362051562904194,7.398,5.464565807277298,0.08362051562904194,0.764,0.863
17147,"22879",55.09025656,-3.21646054,3,-3,41.07,0.86,24.3487,6.68,4.747623514268263,0.045476973251641795,6.749,4.816623514268263,0.045476973251641795,0.554,0.581
53910,"95418",165.4599615,56.38234478,11,56,41.07,0.6,24.3487,2.34,0.4076235142682627,0.03172574016427809,2.349,0.41662351426826305,0.03172574016427809,0.033,0.036
59280,"105631",182.40623465,40.25218003,12,40,41.07,0.98,24.3487,7.46,5.527623514268264,0.051824859708522464,7.556,5.623623514268262,0.051824859708522464,0.794,0.901
73633,"132899",225.77512425,-41.99206698,15,-41,41.07,2.11,24.3487,8.98,7.047623514268263,0.1116592244790855,9.13,7.197623514268264,0.1116592244790855,1.145,1.314
99316,"191499",302.39292263,16.80533865,20,16,41.07,1.18,24.3487,7.56,5.627623514268263,0.06240669243967867,7.746,5.813623514268263,0.06240669243967867,0.81,0.952
12158,"16287",39.1732226,-3.15627771,2,-3,41.09,1.25,24.3368,8.1,6.168680706309356,0.06607880982933079,8.206,6.274680706309356,0.06607880982933079,0.944,1.105
24874,"34865",79.99779615,-15.84014212,5,-15,41.09,1.26,24.3368,8.72,6.788680706309357,0.06660777064349421,8.861,6.929680706309357,0.06660777064349421,1.003,1.196
30422,"44770",95.94373665,4.59586651,6,4,41.09,10.14,24.3368,6.72,4.788680706309357,0.5471592563005103,6.639,4.707680706309356,0.5471592563005103,0.45,0.465
63762,"115675",196.03421827,87.11499041,13,87,41.12,0.76,24.3191,8.77,6.840265529936096,0.04013878860482967,8.955,7.025265529936097,0.04013878860482967,1.102,1.296
6008,\N,19.31461024,-13.26331464,1,-13,41.14,2.69,24.3072,10.8,8.871321436793528,0.14218781629127264,\N,\N,\N,1.447,\N
11650,\N,37.569093,5.26414062,2,5,41.15,4.96,24.3013,12.79,10.861849197741442,0.2630163477780201,\N,\N,\N,-0.056,\N
81813,"151541",250.66257909,68.10112992,16,68,41.15,0.57,24.3013,7.56,5.631849197741444,0.030080642642915656,7.634,5.705849197741444,0.030080642642915656,0.769,0.888
113244,\N,343.98587767,5.75574999,22,5,41.15,2.65,24.3013,11.23,9.301849197741443,0.14003345248899635,\N,\N,\N,1.433,\N
51271,"90884",157.09800348,-51.70518181,10,-51,41.16,0.96,24.2954,8.9,6.972376830451978,0.05065577357244644,9.007,7.079376830451977,0.05065577357244644,1.045,1.242
112915,"216448",343.00272477,57.71744423,22,57,41.17,1.35,24.2895,8.01,6.082904334987431,0.07123000039967131,8.224,6.296904334987431,0.07123000039967131,1.043,1.22
45963,"80715",140.60919142,40.20193252,9,40,41.19,1.08,24.2777,7.69,5.763958959782087,0.05694896461843024,7.79,5.863958959782087,0.05694896461843024,0.987,1.238
93871,"178126",286.75929861,7.61772281,19,7,41.19,1.34,24.2777,9.23,7.303958959782088,0.07066764245473056,9.343,7.416958959782088,0.07066764245473056,1.056,1.241
113829,"217813",345.77104234,20.91864314,23,20,41.19,0.87,24.2777,6.65,4.723958959782088,0.045871862282083065,6.725,4.798958959782087,0.045871862282083065,0.62,0.684
115058,\N,349.57357828,46.28896124,23,46,41.19,1.87,24.2777,10.92,8.993958959782088,0.09865129081842561,\N,\N,\N,1.434,\N
32366,"49095",101.34616795,-31.79292174,6,-31,41.2,0.56,24.2718,5.92,3.9944860801656734,0.029516976795856742,5.977,4.051486080165674,0.029516976795856742,0.491,0.523
74815,\N,229.33844896,-27.99716807,15,-27,41.21,3.88,24.266,11.08,9.155013072622939,0.20505561345066603,\N,\N,\N,1.366,\N
66886,"119291",205.60917973,-1.68589553,13,-1,41.22,1.41,24.2601,9.24,7.315539937215971,0.07430788765758578,9.383,7.45853993721597,0.07430788765758578,1.186,1.459
26369,\N,84.22945424,-47.96338316,5,-47,41.23,15.54,24.2542,9.84,7.916066674006793,0.8608869748976673,9.702,7.778066674006793,0.8608869748976673,1.171,1.384
96395,"185414",293.98172144,56.98438763,19,56,41.24,0.49,24.2483,6.73,4.806593283057396,0.025801929089283693,6.802,4.878593283057395,0.025801929089283693,0.636,0.689
33537,"51419",104.54883196,22.47564759,6,22,41.25,0.88,24.2424,6.94,5.0171197644297205,0.04633177429133406,7.008,5.08511976442972,0.04633177429133406,0.62,0.703
55642,"99028",170.98070334,10.52969772,11,10,41.26,1.16,24.2365,4,2.0776461181856654,0.061065728900902005,4.008,2.0856461181856645,0.061065728900902005,0.423,0.447
72387,\N,222.00614567,38.46654972,14,38,41.26,1.47,24.2365,9.73,7.807646118185666,0.07739738417701991,9.931,8.008646118185665,0.07739738417702036,1.308,1.614
101345,"195564",308.097973,-9.85364143,20,-9,41.26,0.87,24.2365,5.66,3.7376461181856655,0.04579401489214874,5.74,3.8176461181856656,0.04579401489214874,0.689,0.787
68030,"121560",208.9590356,14.05648068,13,14,41.28,0.79,24.2248,6.16,4.2386984430957755,0.04156183812145686,6.226,4.304698443095776,0.04156183812145686,0.518,0.546
104436,"199509",317.33177202,-82.02714188,21,-82,41.28,0.58,24.2248,6.98,5.058698443095776,0.030512036943619147,7.047,5.125698443095776,0.030512036943619147,0.619,0.682
1276,\N,4.00847381,-48.26027238,0,-48,41.32,3.89,24.2014,11.58,9.660801564237914,0.2050366997996811,\N,\N,\N,1.647,\N
58803,"104731",180.9138115,-42.43378714,12,-42,41.32,0.76,24.2014,5.15,3.2308015642379164,0.03994446205100832,5.205,3.285801564237916,0.03994446205100832,0.417,0.441
101983,"196378",310.00944347,-60.54750937,20,-60,41.33,0.73,24.1955,5.11,3.1913270264085405,0.038358086932770874,5.179,3.2603270264085413,0.038358086932770874,0.544,0.579
114886,"219538",349.07464283,30.66998899,23,30,41.33,0.97,24.1955,8.07,6.151327026408541,0.050973024525423405,8.164,6.245327026408541,0.050973024525423405,0.871,1.046
99031,"191026",301.59137234,35.97353894,20,35,41.34,0.54,24.1896,5.38,3.461852361456348,0.028366274792311685,5.489,3.570852361456348,0.028366274792311685,0.85,0.993
31126,\N,97.9639012,-43.53397277,6,-43,41.35,2.16,24.1838,10.58,8.662377569442828,0.11353454953653497,\N,\N,\N,1.432,\N
118162,"224465",359.52857069,50.44707965,23,50,41.35,0.76,24.1838,6.72,4.802377569442829,0.039915475257449984,6.8,4.882377569442829,0.039915475257449984,0.694,0.761
63406,"112914",194.88736041,41.98632389,12,41,41.36,1.48,24.1779,8.6,6.682902650429431,0.07773578130049952,8.719,6.80190265042943,0.07773578130049952,0.94,1.114
60553,\N,186.19921837,-75.05261736,12,-75,41.37,17.45,24.1721,10.51,8.593427604477561,0.9769096121366925,10.622,8.70542760447756,0.9769096121366934,1.02,1.159
102333,"197157",311.00911122,-51.92084051,20,-51,41.38,0.82,24.1663,4.51,2.59395243164858,0.04303626159098606,4.546,2.6299524316485794,0.04303626159098606,0.278,0.302
62512,"111456",192.16390269,60.31989667,12,60,41.39,3.2,24.1604,5.83,3.9144771320037997,0.1682195349407234,5.891,3.9754771320037996,0.1682195349407234,0.467,0.511
45839,"80632",140.18554873,-5.75369029,9,-5,41.4,1.38,24.1546,9.1,7.1850017056044955,0.07240923983829095,9.258,7.343001705604495,0.07240923983829095,1.163,1.419
43797,"76653",133.79898826,-54.96554657,8,-54,41.41,0.44,24.1488,5.7,3.785526152511891,0.023073745940341173,5.758,3.843526152511891,0.023073745940341173,0.481,0.522
74273,"134060",227.68737266,-61.4222927,15,-61,41.41,0.77,24.1488,6.29,4.375526152511891,0.04038219031901136,6.365,4.450526152511892,0.04038219031901136,0.623,0.687
37606,"62644",115.73817103,-45.17177284,7,-45,41.43,0.81,24.1371,5.04,3.126574666491469,0.042459976142419364,5.131,3.21757466649147,0.042459976142419364,0.765,0.864
6344,\N,20.37480789,80.15199391,1,80,41.44,1.05,24.1313,9.67,7.757098733685884,0.05503219479881505,9.789,7.876098733685883,0.05503219479881505,1.292,1.518
4454,"5351",14.26352093,69.04402238,0,69,41.45,1.01,24.1255,9.12,7.207622674431462,0.052922107277540764,9.25,7.337622674431463,0.052922107277540764,1.025,1.267
54803,\N,168.29297305,0.23931283,11,0,41.49,2.03,24.1022,10.29,8.379717174144865,0.10632951443487837,10.192,8.281717174144866,0.10632951443487837,1.424,1.529
60310,"107576",185.49932382,-41.05897785,12,-41,41.49,1.23,24.1022,8.54,6.629717174144865,0.06439368366965992,8.675,6.764717174144867,0.06439368366965992,1.064,1.222
33373,\N,104.11679381,40.0753902,6,40,41.53,1.41,24.079,9.08,7.171809655549391,0.0737527893796237,9.167,7.258809655549391,0.0737527893796237,1.117,1.321
111932,\N,340.08783535,7.90175333,22,7,41.53,20,24.079,11.76,9.851809655549392,1.1401072131613539,\N,\N,\N,1.433,\N
84379,"156164",258.75801735,24.83958739,17,24,41.55,0.65,24.0674,3.12,1.2128551406006478,0.033972857385830224,3.136,1.2288551406006478,0.033972857385830224,0.08,0.106
35943,\N,111.1428492,-17.89210865,7,-17,41.56,1.7,24.0616,10.34,8.4333776944257,0.08887305184651062,10.512,8.6053776944257,0.08887305184651062,1.365,2.163
93072,\N,284.3857915,-19.04663555,18,-19,41.56,3.77,24.0616,10.67,8.7633776944257,0.1975220678541838,\N,\N,\N,1.437,\N
84607,"156668",259.41890861,29.22670035,17,29,41.58,1.04,24.05,8.43,6.524422424977252,0.05432425255298323,8.541,6.635422424977253,0.05432425255298323,1.015,1.193
49376,\N,151.21152357,-31.09047519,10,-31,41.59,3.13,24.0442,11.99,10.084944601824667,0.16373128743976473,\N,\N,\N,0.938,\N
16445,\N,52.94631242,14.32323236,3,14,41.67,9.1,23.9981,12.26,10.359117502286391,0.48197351209933004,\N,\N,\N,1.55,\N
72493,"130042",222.34949776,-67.2351906,14,-67,41.69,1.24,23.9866,7.26,5.360159475631487,0.064605906327869,7.41,5.510159475631488,0.064605906327869,0.836,0.944
109980,\N,334.12996055,68.33981857,22,68,41.69,0.88,23.9866,9.23,7.330159475631488,0.04584263850966419,9.368,7.468159475631488,0.04584263850966419,1.17,1.418
23786,"32850",76.6751978,14.44681583,5,14,41.7,1.14,23.9808,7.74,5.840680274868788,0.05937878958634624,7.819,5.919680274868789,0.05937878958634624,0.804,0.924
70849,\N,217.32751069,-46.46332289,14,-46,41.71,2.02,23.9751,10.36,8.461200949229156,0.1052459460942341,10.497,8.598200949229156,0.1052459460942341,1.427,1.495
108028,"208038",328.27231906,20.93076463,21,20,41.71,0.98,23.9751,8.18,6.281200949229157,0.051029361794872496,8.281,6.382200949229158,0.051029361794872496,0.937,1.095
4443,\N,14.21060461,-11.58825278,0,-11,41.73,2.29,23.9636,11.13,9.232241923558544,0.11928282987038852,\N,\N,\N,1.43,\N
65378,"116656",200.98091604,54.92541525,13,54,41.73,0.61,23.9636,2.23,0.33224192355854587,0.03174436924043533,2.227,0.32924192355854576,0.03174436924043533,0.057,0.063
102101,\N,310.3668975,57.42929757,20,57,41.74,1.15,23.9578,10.27,8.372762223647177,0.05984248730447028,10.322,8.424762223647177,0.05984248730447028,1.36,1.429
3810,"4676",12.2446238,16.9411337,0,16,41.8,0.75,23.9234,5.07,3.175881408875177,0.03896600741286793,5.124,3.229881408875177,0.03896600741286793,0.502,0.56
86340,\N,264.64302793,71.33155313,17,71,41.82,0.81,23.912,9.1,7.206920142408266,0.04206390839911878,9.252,7.358920142408267,0.04206390839911878,1.117,1.252
73005,"132142",223.79999963,53.67918367,14,53,41.83,0.63,23.9063,7.77,5.877439322903151,0.03270693449211315,7.829,5.936439322903152,0.03270693449211315,0.785,0.927
92858,"175073",283.82791823,-37.49748357,18,-37,41.84,1.19,23.9006,7.98,6.08795837929609,0.06177699038117135,8.025,6.13295837929609,0.06177699038117135,0.857,0.982
91605,\N,280.22843563,31.53511253,18,31,41.88,1.59,23.8777,8.54,6.650033365034024,0.08248093200614726,8.622,6.732033365034025,0.08248093200614726,0.865,1.087
26373,"37572",84.23680224,-47.96468727,5,-47,41.9,1.74,23.8663,7.95,6.061070114831477,0.09022759444835282,8.019,6.130070114831478,0.09022759444835282,0.845,0.974
64048,\N,196.89648916,34.40167641,13,34,41.9,1.52,23.8663,9.28,7.391070114831477,0.07880876127695213,9.431,7.542070114831477,0.07880876127695213,1.178,1.443
24472,\N,78.78286215,-7.34575425,5,-7,41.94,3.43,23.8436,11.54,9.653142130646625,0.17798815160821402,\N,\N,\N,1.52,\N
68337,"122120",209.83127021,22.86971986,13,22,41.97,1.17,23.8265,9.05,7.1646948460574515,0.06054994419161508,9.161,7.27569484605745,0.06054994419161508,1.16,1.367
84223,\N,258.23289668,42.33261362,17,42,41.97,4.53,23.8265,10.07,8.18469484605745,0.23529278205971593,10.198,8.31269484605745,0.23529278205971593,1.28,1.575
58688,\N,180.55520156,-38.00740883,12,-38,42,2.81,23.8095,10.52,8.636246451989503,0.14549920108735215,10.712,8.828246451989504,0.14549920108735215,1.419,1.291
12961,\N,41.67791744,-23.08695475,2,-23,42.01,1.58,23.8039,10.25,8.366763407689959,0.08170781921002401,10.509,8.62576340768996,0.08170781921002401,1.389,1.553
3362,\N,10.70025783,35.54860264,0,35,42.03,1.98,23.7925,10.37,8.487796950027185,0.10237212035672183,10.551,8.668796950027186,0.10237212035672183,1.46,1.849
98066,"188376",298.95927101,-26.29968718,19,-26,42.03,0.94,23.7925,4.7,2.8177969500271853,0.04857303105508004,\N,\N,\N,0.748,\N
105184,"202628",319.61281475,-43.33470265,21,-43,42.04,0.9,23.7869,6.75,4.868313536781024,0.04649438185381172,6.831,4.949313536781023,0.04649438185381172,0.637,0.71
18115,\N,58.09537918,-22.88297082,3,-22,42.09,6.17,23.7586,11.44,9.560894628740115,0.32062747394375,\N,\N,\N,1.523,\N
49669,"87901",152.09358075,11.96719513,10,11,42.09,0.79,23.7586,1.36,-0.5191053712598865,0.04076181257078115,1.399,-0.48010537125988684,0.04076181257078115,-0.087,-0.039
66781,"119332",205.30592914,56.72700106,13,56,42.12,0.76,23.7417,7.77,5.892441812567244,0.039185616497068754,7.87,5.992441812567244,0.039185616497068754,0.83,0.958
107625,"207144",326.99984672,-40.25522434,21,-40,42.12,1.06,23.7417,8.62,6.742441812567244,0.054659232409097314,8.73,6.852441812567245,0.054659232409097314,0.96,1.128
61100,"109011",187.82839037,55.11884464,12,55,42.13,3.11,23.7361,8.08,6.20295729563424,0.16058832798729572,8.2,6.3229572956342395,0.16058832798729572,0.941,1.103
116491,\N,354.07660426,-48.58801079,23,-48,42.13,1.67,23.7361,10.09,8.21295729563424,0.08612058017328295,10.189,8.31195729563424,0.08612058017328295,1.37,1.822
2081,"2261",6.57028075,-42.30512197,0,-42,42.14,0.78,23.7304,2.4,0.5234726563604069,0.0401979580200682,2.519,0.6424726563604066,0.0401979580200682,1.083,1.283
28153,\N,89.23372483,-46.93278714,5,-46,42.17,1.77,23.7135,10.59,8.715018005074318,0.09119671868471624,10.817,8.942018005074319,0.09119671868471624,1.404,2.269
66840,"119217",205.48243094,-0.12809907,13,0,42.19,1.63,23.7023,9.76,7.886047626909405,0.08393606724851743,9.891,8.017047626909406,0.08393606724851743,1.288,1.412
85810,"159222",263.00484063,34.27099419,17,34,42.2,0.56,23.6967,6.52,4.646562254808369,0.02881743924560487,6.595,4.72156225480837,0.02881743924560487,0.639,0.722
90496,"169916",276.99278955,-25.42124732,18,-25,42.2,0.9,23.6967,2.82,0.9465622548083701,0.04631804626082614,2.945,1.07156225480837,0.04631804626082614,1.025,1.241
102766,"198425",312.31809562,32.28543792,20,32,42.23,0.98,23.6798,8.25,6.37810540712454,0.05040078356321542,8.372,6.50010540712454,0.05040078356321542,0.939,1.097
72622,"130841",222.71990536,-16.04161047,14,-16,42.25,1.05,23.6686,2.75,0.8791335664285569,0.05397670080057715,2.77,0.8991335664285565,0.05397670080057715,0.147,0.187
72603,"130819",222.67193219,-15.99709226,14,-15,42.26,1.04,23.663,5.15,3.2796474635814734,0.053449772275428575,5.19,3.3196474635814726,0.053449772275428575,0.401,0.427
7372,"9770",23.75398479,-29.91056753,1,-29,42.29,1.47,23.6463,7.11,5.241188425734502,0.075510782363307,7.24,5.371188425734503,0.075510782363307,0.909,1.06
70308,\N,215.77626176,-68.38207621,14,-68,42.29,1.47,23.6463,10.25,8.381188425734504,0.075510782363307,10.441,8.572188425734502,0.075510782363307,1.429,1.803
5944,"7590",19.12226076,42.93949385,1,42,42.3,0.75,23.6407,6.59,4.721701836875212,0.03850531917386002,6.664,4.795701836875212,0.03850531917386002,0.594,0.639
42333,"73350",129.46028541,-6.80699027,8,-6,42.32,1.04,23.6295,6.74,4.872728295135648,0.05337396227793878,6.813,4.945728295135648,0.05337396227793878,0.655,0.731
7576,"10008",24.39735704,-6.76018613,1,-6,42.35,0.96,23.6128,7.66,5.794267073333629,0.04923189332270628,7.75,5.884267073333628,0.04923189332270628,0.797,0.911
8497,"11171",27.39662961,-10.68618074,1,-10,42.35,0.87,23.6128,4.66,2.7942670733336286,0.044615037075547814,4.698,2.832267073333629,0.044615037075547814,0.333,0.373
112312,\N,341.24098947,-33.25018399,22,-33,42.35,3.37,23.6128,11.7,9.834267073333628,0.1731609673541028,\N,\N,\N,1.3,\N
85582,\N,262.33418538,29.39261462,17,29,42.4,3.76,23.5849,8.99,7.126829282963664,0.19307170601054757,9.167,7.3038292829636635,0.19307170601054757,1.143,1.371
107143,"206276",325.541596,-41.12422092,21,-41,42.4,3.35,23.5849,8.82,6.956829282963664,0.1719251504728696,8.961,7.097829282963664,0.1719251504728696,1.054,1.245
116936,\N,355.54473674,-2.57623383,23,-2,42.42,2.07,23.5738,10.3,8.437853320902716,0.10604716672488923,10.579,8.716853320902716,0.10604716672488923,1.343,1.133
70873,"127334",217.40284392,41.79644804,14,41,42.43,0.59,23.5682,6.36,4.49836515883308,0.030196825480564904,6.438,4.576365158833081,0.030196825480564904,0.702,0.803
71743,"128987",220.12989224,-16.20913162,14,-16,42.43,0.97,23.5682,7.24,5.3783651588330805,0.04965107938667179,7.312,5.45036515883308,0.04965107938667179,0.71,0.802
51248,"90508",157.01587881,48.78704437,10,48,42.45,0.77,23.5571,6.42,4.559388472899858,0.03939263063938636,6.504,4.643388472899858,0.03939263063938636,0.61,0.668
86722,"161198",265.81550264,21.61071579,17,21,42.45,0.98,23.5571,7.51,5.649388472899858,0.05013948499552834,7.592,5.731388472899859,0.05013948499552834,0.752,0.861
10529,\N,33.91876882,67.67781871,2,67,42.46,2.51,23.5516,9.91,8.0498999491499,0.12851525979482936,\N,\N,\N,0.461,\N
46549,\N,142.39722361,-5.37276807,9,-5,42.47,1.53,23.546,9.74,7.880411304953398,0.07826209539925122,9.967,8.107411304953398,0.07826209539925078,1.305,1.512
112117,"214953",340.65365518,-47.21000778,22,-47,42.47,0.72,23.546,5.99,4.130411304953398,0.036816810569694436,6.061,4.201411304953398,0.036816810569694436,0.584,0.619
85126,\N,260.95559928,-32.25302066,17,-32,42.5,4.11,23.5294,11.64,9.781944650251559,0.21065247703795187,\N,\N,\N,1.47,\N
2072,"2262",6.55048418,-43.67990933,0,-43,42.51,0.69,23.5239,3.93,2.0724555248356147,0.035249295833147176,3.965,2.107455524835615,0.035249295833147176,0.175,0.199
105911,"203985",321.75462752,-44.80901766,21,-44,42.52,1.29,23.5183,7.49,5.632966279256298,0.06589979594204198,7.579,5.721966279256298,0.06589979594204198,0.876,1.037
19165,\N,61.64503704,-20.85122581,4,-20,42.54,1.64,23.5073,9.7,7.843987427833552,0.08375600882018608,9.849,7.992987427833553,0.08375600882018652,1.206,1.45
112388,\N,341.44229183,1.68984483,22,1,42.55,4.25,23.5018,11.98,10.124497822103034,0.21761769776375406,\N,\N,\N,1.459,\N
30314,"45270",95.62897591,-60.21880842,6,-60,42.56,0.49,23.4962,6.53,4.67500809643496,0.02500160943169316,6.592,4.737008096434961,0.02500160943169316,0.614,0.662
89348,"168151",273.4723271,64.39719935,18,64,42.56,0.45,23.4962,4.99,3.1350080964349605,0.0229605028345663,5.044,3.1890080964349607,0.0229605028345663,0.44,0.452
78913,"144872",241.62260618,38.63354279,16,38,42.57,0.86,23.4907,8.58,6.725518250885683,0.04387409879099469,8.695,6.840518250885683,0.04387409879099469,0.963,1.126
12886,\N,41.41391698,44.94906212,2,44,42.59,2.21,23.4797,10.8,8.946538200368746,0.1127792484763086,\N,\N,\N,\N,\N
22498,\N,72.60335897,63.333424,4,63,42.59,17.78,23.4797,9.99,8.136538200368745,0.9654860289531602,9.908,8.054538200368745,0.9654860289531602,1.33,1.703
45637,"80545",139.53738985,-57.7700241,9,-57,42.59,1.09,23.4797,9.52,7.666538200368745,0.05558633246146982,9.746,7.892538200368746,0.05558633246146982,1.185,1.365
4189,\N,13.34933515,-41.23799485,0,-41,42.61,15.51,23.4687,11.92,10.06755767100227,0.8283907868789449,\N,\N,\N,1.49,\N
86201,"160922",264.23787472,68.75718933,17,68,42.62,0.53,23.4632,4.77,2.9180672268909156,0.027004685758015068,4.824,2.972067226890916,0.027004685758015068,0.43,0.468
116416,"221851",353.85726949,31.16198982,23,31,42.63,0.93,23.4577,7.9,6.048576663235662,0.04737954027494995,7.998,6.146576663235661,0.04737954027494995,0.845,1.001
1386,\N,4.33275961,29.18196397,0,29,42.65,2.77,23.4467,11.54,9.68959517751771,0.14122995061024568,\N,\N,\N,1.505,\N
114456,"218868",347.70896034,45.51297,23,45,42.65,0.74,23.4467,6.98,5.129595177517711,0.03767997323841854,7.067,5.216595177517711,0.03767997323841854,0.75,0.866
13976,"18632",45.01091188,7.74970382,3,7,42.66,1.22,23.4412,7.97,6.120104255567051,0.06211718041374281,8.078,6.228104255567049,0.06211718041374281,0.926,1.092
1499,"1461",4.67342336,-8.05265094,0,-8,42.67,0.85,23.4357,6.47,4.6206132142965615,0.043262145521176354,6.541,4.691613214296561,0.043262145521176354,0.674,0.764
90959,"171314",278.32446321,22.31540247,18,22,42.67,1.26,23.4357,8.9,7.050613214296561,0.06413993190735523,9.016,7.166613214296561,0.06413993190735523,1.181,1.4
93185,"176377",284.71235563,30.18017204,18,30,42.68,0.64,23.4302,6.8,4.9511220537621625,0.03256435149269521,6.866,5.0171220537621615,0.03256435149269521,0.606,0.653
42173,"72946",128.96392686,6.6230998,8,6,42.71,4.61,23.4137,7.25,5.402647857134121,0.23529940070068323,7.203,5.35564785713412,0.23529940070068323,0.71,0.784
15360,\N,49.51707787,-30.40248055,3,-30,42.72,2.53,23.4082,11.01,9.1631562201025,0.12875144337296796,\N,\N,\N,1.451,\N
6365,\N,20.43952009,-46.71418505,1,-46,42.73,3.53,23.4028,11.48,9.633664464085982,0.17979890353535755,\N,\N,\N,1.627,\N
52369,"92719",160.55491694,-13.7872952,10,-13,42.73,0.82,23.4028,6.79,4.943664464085981,0.04167624627459432,6.861,5.014664464085983,0.04167624627459432,0.622,0.698
56199,\N,172.80419168,63.15747167,11,63,42.74,1.3,23.3973,9.98,8.134172589140254,0.06606890890634354,10.134,8.288172589140254,0.06606890890634354,1.315,1.666
98106,"187456",299.06739256,-72.3635678,19,-72,42.78,1,23.3754,8.4,6.556203901177546,0.05076830396905807,8.514,6.670203901177545,0.05076830396905807,1.058,1.223
103544,\N,314.67385352,34.27453088,20,34,42.8,2.23,23.3645,11.21,9.36721884506586,0.11324234814651657,11.117,9.27421884506586,0.11324234814651657,1.741,1.432
738,\N,2.266269,-27.12235235,0,-27,42.82,2.61,23.3536,11.73,9.8882333147921,0.13252165927928683,\N,\N,\N,1.493,\N
39780,"67228",121.9410051,21.58197937,8,21,42.86,0.97,23.3318,5.3,3.460260833529051,0.04915277573184884,5.368,3.5282608335290506,0.04915277573184884,0.642,0.71
56809,"101177",174.68913216,45.10837959,11,45,42.94,0.95,23.2883,6.29,4.4543102005011495,0.048049265517583706,6.322,4.4863102005011495,0.048049265517583706,0.566,0.694
10337,\N,33.29970594,-21.19658781,2,-21,43,1.67,23.2558,9.84,8.007342277897934,0.08437636797532644,9.995,8.162342277897933,0.08437636797532644,1.346,1.627
78734,\N,241.09718041,-33.06086864,16,-33,43,1.95,23.2558,10.08,8.247342277897934,0.0985413365344705,10.313,8.480342277897934,0.0985413365344705,1.345,1.555
108567,\N,329.88377294,-60.93274382,21,-60,43.04,1.53,23.2342,9.53,7.699361313291663,0.07722475176914312,9.722,7.891361313291664,0.07722475176914312,1.202,1.424
108092,\N,328.49458666,41.77989728,21,41,43.07,1.55,23.218,10.3,8.470874358813,0.07818055276854441,10.477,8.647874358813,0.07818055276854441,1.333,1.568
99137,"190422",301.89613313,-55.0161003,20,-55,43.08,0.79,23.2126,6.26,4.43137847312972,0.03982487314511163,6.316,4.487378473129721,0.03982487314511163,0.53,0.569
28267,"40397",89.58955821,-4.65017345,5,-4,43.1,0.93,23.2019,6.99,5.162386350803659,0.0468627111116553,7.074,5.246386350803658,0.0468627111116553,0.72,0.808
89490,"348274",273.93172764,18.93980767,18,18,43.1,2.18,23.2019,10.84,9.01238635080366,0.10992698285023206,\N,\N,\N,1.5,\N
19233,"26491",61.83871877,-64.22310952,4,-64,43.12,0.5,23.1911,6.37,4.543393760893412,0.025180539661246115,6.451,4.624393760893414,0.025180539661246115,0.636,0.697
105905,"203850",321.74067096,-56.12560249,21,-56,43.12,1.17,23.1911,8.65,6.823393760893413,0.05893428780009913,8.804,6.977393760893413,0.05893428780009913,0.924,1.012
63257,"112575",194.4340298,-14.46356844,12,-14,43.13,1.32,23.1857,9.11,7.283897290729758,0.06647899438954452,9.285,7.458897290729759,0.06647899438954452,1.118,1.316
9829,"12846",31.62599843,24.33435081,2,24,43.14,0.94,23.1803,6.89,5.064400703832632,0.047322837205136636,6.962,5.136400703832631,0.047322837205136636,0.662,0.727
49366,"87424",151.15738731,-11.72964083,10,-11,43.14,1.11,23.1803,8.15,6.324400703832632,0.055884712571018014,8.245,6.419400703832631,0.055884712571018014,0.891,1.066
6917,"8997",22.26920867,21.72361547,1,21,43.16,0.93,23.1696,7.74,5.915407180054366,0.04679754350353704,7.828,6.003407180054365,0.04679754350353704,0.966,1.115
63882,\N,196.37541923,37.13677988,13,37,43.18,6.95,23.1589,11.74,9.91641318999106,0.3525734264462921,\N,\N,\N,1.637,\N
46733,"81937",142.88154025,63.06179545,9,63,43.2,0.64,23.1481,3.65,1.827418734074561,0.03217231547330224,3.689,1.8664187340745606,0.03217231547330224,0.36,0.37
106400,"205434",323.25253434,62.00197884,21,62,43.2,0.95,23.1481,9.34,7.51741873407456,0.047759986569690493,9.45,7.62741873407456,0.047759986569690493,1.163,1.378
