designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp,Plx,e_Plx
Gaia DR3 3526420114274019456,HIP 61174,109085,188.016,-16.196264029437497,54.81347232361327,0.15616506,428.57257,-424.596782433152,-58.2411313459339,1.89663,4.2095566,4.391628,3.8651724,6746.5283,6745.084,6747.984,4.0968,4.094,4.0996,-0.5383,-0.552,-0.5251,18.3298,18.2649,18.4072,2.903993173143239,0.0061866001597423,2.5596089731432388,0.0061866001597423,0.5264556,54.92,0.66
Gaia DR3 6062166950467100032,HIP 64583,114837,198.561,-59.10391799181995,54.82467908671826,0.080880366,292.06808,-248.67816613618476,-153.17614681185552,1.2284096,4.7883224,5.0288625,4.3750315,6210.112,6209.075,6211.237,4.0298,4.0275,4.0331,-0.784,-0.795,-0.7766,18.195,18.1051,18.2372,3.483202891189178,0.0032034772219073,3.069911991189178,0.0032034772219073,0.653831,55.49,0.65
Gaia DR3 3540112504374165888,HIP 56466,\N,173.655,-23.872188079956377,54.8475900536067,0.024765413,676.08246,-608.2214751221251,-295.2187251860878,1.0842108,10.356508,11.385071,9.346647,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.052295749397423,0.0009804881972375,8.042434749397426,0.0009804881972375,2.038424,56.35,2.06
Gaia DR3 893214796542513280,HIP 35495,\N,109.882,32.8285502595512,54.86917591289372,0.030219702,536.18555,408.4340172243439,-347.3853928564481,1.8250875,9.360454,10.283578,8.402201,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.057096187606012,0.0011959584714018,7.098843187606011,0.0011959584714023,1.881377,50.59,2.45
Gaia DR3 683184784030475520,HIP 40843,69897,125.016,27.21602917222347,54.87485522018729,0.09056876,377.47665,-17.475402055327848,-377.0719170606808,1.1446506,4.988862,5.2500377,4.5903673,6195.425,6193.735,6196.983,4.12,4.1162,4.1232,-0.5936,-0.6134,-0.5766,18.2117,18.1794,18.2445,3.6857289371249946,0.00358393186261,3.287234237124996,0.00358393186261,0.6596704,55.17,0.93
Gaia DR3 3837697972130323456,HIP 46509,81997,142.288,-2.7690784103141683,54.9186971699019,0.45232075,120.501,116.3744218813314,-31.264758127632703,3.1441855,4.4650126,4.7097015,4.093198,6353.532,6351.447,6356.878,4.0357,4.0171,4.0694,-0.5275,-0.5411,-0.5119,17.776,17.0154,18.2082,3.1636137298379943,0.0178850608182212,2.791799129837994,0.0178850608182212,0.6165035,58.48,3.8
Gaia DR3 4879850208590379904,HIP 22907,31560,73.9256,-28.56491862106159,54.91990365732818,0.01730534,294.29672,187.89072694206777,-226.511884136142,0.9482782,7.7714148,8.342763,7.054025,4548.9517,4545.0522,4550.58,4.5416,4.5395,4.543,0.0086,-0.0181,0.0173,18.1933,18.1252,18.2061,6.47006363354396,0.0006842340770565,5.752673833543959,0.0006842340770565,1.288738,55.67,0.9
Gaia DR3 1141280704422528128,HIP 32439,46588,101.557,79.56212608725718,54.93795853293205,0.059513412,612.12775,-99.16304484778604,-604.042255390708,0.98378754,5.3004165,5.569801,4.8804135,6105.6284,6104.529,6107.056,4.1922,4.1893,4.195,-0.5909,-0.6071,-0.5757,18.1976,18.1759,18.2171,3.9997790860929774,0.0023523222587185,3.579776086092977,0.0023523222587185,0.6893875,56.02,0.53
Gaia DR3 1265976524286377856,HIP 72567,130948,222.567,23.91198355603319,54.95020867828627,0.034255292,147.8259,144.39554871617003,31.66106355980958,0.9929563,5.729347,6.021508,5.2628183,5872.434,5871.4185,5873.514,4.3026,4.3006,4.3047,-0.2983,-0.3061,-0.2895,18.1872,18.1759,18.1983,4.4291937301720825,0.0013536696744682,3.962665030172081,0.0013536696744682,0.7586897,55.73,0.8
Gaia DR3 3903318372263850368,HIP 61413,\N,188.751,9.827071562345218,54.9739195459864,0.0269383,551.01556,-449.1789205626415,-319.14955106133675,1.4384977,10.452762,11.641875,9.360346,3505.8984,3504.6821,3506.1716,4.6983,4.6957,4.6988,-0.1449,-0.1564,-0.143,18.1061,18.0957,18.118,9.15354551259914,0.001064064203069,8.06112951259914,0.001064064203069,2.281529,55.79,2.75
Gaia DR3 3812355328621651328,HIP 55846,99491,171.686,3.0139034277745487,55.00898217815488,0.023996,748.1818,-725.9628992321943,180.98031680069292,1.0374552,6.2983956,6.682699,5.745498,5365.5444,5359.883,5377.9917,4.3872,4.384,4.4003,0.2581,0.2369,0.2812,18.155,18.1143,18.1877,5.000563646735713,0.000947239035892,4.447666046735713,0.000947239035892,0.937201,56.59,1.4
Gaia DR3 4540061704989418240,HIP 84460,\N,259.002,11.05612679548223,55.01692136213047,0.028742045,373.6493,-137.43474528232042,-347.455736828079,1.0683486,9.988781,11.073275,8.953288,3624.0293,3619.8418,3631.4238,4.6543,4.6378,4.6592,-0.2258,-0.2977,-0.1789,18.1033,18.0429,18.2909,8.691262422376035,0.0011344248613571,7.655769422376036,0.0011344248613571,2.119987,55.24,2.22
Gaia DR3 3812355294262255104,HIP 55848,99492,171.69,3.007159334792932,55.061766610828144,0.030359352,752.14825,-728.130728459501,188.5540155183829,0.97894037,7.271237,7.7825146,6.60672,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.975487706284218,0.0011972827240587,5.310970706284218,0.0011972827240587,1.1757946,55.59,3.31
Gaia DR3 3719665845564967552,HIP 66147,117936,203.383,8.587179450969051,55.12394141142045,0.026559323,514.97375,-506.3645531587844,93.77065941200578,1.074316,7.636478,8.178076,6.9410896,4631.4644,4630.651,4632.3315,4.5281,4.5275,4.5287,-0.1357,-0.1398,-0.1312,18.1298,18.1217,18.1379,6.343179312280334,0.0010462394396335,5.647790912280334,0.0010462394396335,1.2369864,54.15,1.03
Gaia DR3 1772187382746856320,HIP 107350,206860,326.132,14.771436702113272,55.14799955273645,0.03482288,257.34232,231.1077674078021,-113.20011180930898,1.1603618,5.819592,6.115142,5.3542347,5851.937,5850.6265,5853.3027,4.3794,4.3783,4.3804,-0.4305,-0.4419,-0.419,18.1263,18.1113,18.1493,4.527240816975798,0.0013711636651043,4.061883516975797,0.0013711636651043,0.7609073,54.37,0.85
Gaia DR3 892215482207937152,HIP 36357,\N,112.258,31.99462446626655,55.18570092795138,0.023362076,236.53514,158.16949990082438,175.87292192312572,1.0572226,7.4511185,7.932559,6.806061,4814.082,4809.0977,4819.4683,4.5232,4.5212,4.5267,-0.4596,-0.4745,-0.4436,18.0957,18.0266,18.1107,6.160251315045466,0.0009192617950026,5.515193815045466,0.0009192617950026,1.126498,56.98,1.24
Gaia DR3 4516199313406309504,HIP 94557,\N,288.66,19.3196359991605,55.18619588827784,0.043854613,752.7156,-614.3308352483721,434.9463603863271,1.4116337,10.388901,11.780895,9.207647,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.09805329088531,0.001725596422661,7.916799290885309,0.001725596422661,2.573248,52.45,2.75
Gaia DR3 4267552520347776,HIP 14731,\N,47.5639,5.90623884657126,55.24063175060788,0.03284258,576.4455,-122.2030270613495,-563.343416515233,1.3848362,10.885645,12.118934,9.783689,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.59693818337023,0.00129102007834,8.494982183370231,0.0012910200783391,2.335245,57.53,4.24
Gaia DR3 2564324345929277184,HIP 6069,\N,19.4723,5.471111484456794,55.24816047250359,0.02136127,640.23865,87.8131010306212,-634.1879464126924,1.1507359,10.203821,11.260263,9.178536,3386.2861,3384.751,3395.702,4.0967,4.0898,4.1251,-1.1117,-1.1205,-1.07,18.1302,18.1165,18.2283,8.91541011224359,0.0008395828992666,7.89012511224359,0.0008395828992662,2.081727,65.3,14.87
Gaia DR3 3740176925743994752,HIP 65721,117176,202.106,13.7762285583208,55.25105809943382,0.07786773,622.42535,-235.95077478512644,-575.9692081932296,1.2790049,4.7789707,5.1444745,4.231562,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.490673697518344,0.0030603529607082,2.943264997518344,0.0030603529607082,0.9129125,55.22,0.73
Gaia DR3 2238597054155896832,HIP 95995,184467,292.779,58.58423547216919,55.27670003834909,0.3519364,644.3794,-507.3261925054449,-397.297027552144,24.661036,6.36492,6.806907,5.743167,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.077630541049816,0.0138255450930722,4.455877541049816,0.0138255450930722,1.06374,59.84,0.64
Gaia DR3 646255212109355136,HIP 46843,82443,143.182,26.98743347659765,55.32914983825047,0.02060722,287.21707,-147.26027452437617,-246.5928823830895,0.9902865,6.813439,7.20841,6.234238,5249.876,5248.124,5254.798,4.496,4.4952,4.4988,-0.0393,-0.046,-0.0256,17.9979,17.9772,18.0136,5.528208985501166,0.0008087601538564,4.949007985501165,0.0008087601538564,0.974172,56.35,0.89
Gaia DR3 2316867885320845696,HIP 1734,\N,5.48385,-31.40692071063128,55.47570381867508,0.020409213,204.10066,63.39869772192438,-194.00433719790232,1.222323,10.188374,11.374872,9.104475,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.908888104103633,0.0007988730539354,7.824989104103635,0.0007988730539358,2.270397,54.91,2.19
Gaia DR3 5669429299704388352,HIP 49973,\N,153.032,-18.617806397717537,55.49310151125162,0.3965578,521.13074,-521.1244776072947,-2.5583514933500644,18.446188,9.239718,10.1388235,8.25036,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.960912991126188,0.0155177662893377,6.9715549911261885,0.0155177662893377,1.8884635,58.59,1.66
Gaia DR3 819750862709551360,HIP 47690,84035,145.857,42.68788925776642,55.57584357450871,0.02582565,826.82733,35.78728413456852,-826.0524965850624,0.9570854,7.743525,8.34621,7.0059,4503.621,4486.6504,4511.3564,4.5413,4.5269,4.5463,0.2903,0.1821,0.3374,17.9812,17.9453,18.0296,6.467955317446571,0.0010090659333705,5.730330317446572,0.0010090659333705,1.34031,56.23,1.12
Gaia DR3 6270906415441316224,HIP 69965,125276,214.752,-25.81380529238654,55.59003779052883,0.0531285,511.57974,-359.0368172376034,364.426103312269,1.0372918,5.7329264,5.9952626,5.3037434,6044.928,6043.289,6046.707,4.361,4.3599,4.3622,-1.2125,-1.236,-1.1877,17.9841,17.9647,18.0046,4.457911246376697,0.0020753198166398,4.028728246376697,0.0020753198166398,0.6915192,56.23,0.94
Gaia DR3 1408029436569383296,HIP 83006,153525,254.425,47.36330765899741,55.71826050233643,0.015888423,296.94144,-139.5752146579375,262.09344938628794,1.0103137,7.6223183,8.144996,6.942493,4738.4966,4735.311,4741.0493,4.5744,4.5734,4.5779,0.1191,0.108,0.1342,17.9064,17.8831,17.9293,6.3523060474792175,0.0006192094440726,5.672480747479218,0.0006192094440726,1.202503,57.13,0.71
Gaia DR3 1408029509584967168,HIP 83020,153557,254.471,47.36789357483239,55.75075260059889,0.016396886,308.70334,-145.6694269361234,272.1730647940249,1.0309705,7.5214434,8.027796,6.8532863,4736.827,4735.9795,4737.5835,4.5394,4.5388,4.5399,-0.1798,-0.1845,-0.1756,17.9319,17.9258,17.9371,6.252697072330232,0.0006386530211108,5.584539972330232,0.0006386530211108,1.1745097,55.71,1.21
Gaia DR3 6427244702486210816,HIP 98959,189567,301.396,-67.32389294266508,55.76543555731051,0.024518905,1081.2095,845.2518423828997,-674.21301724364,0.99633956,5.915461,6.2393026,5.418191,5631.3403,5630.518,5632.1104,4.353,4.3525,4.3535,-0.6188,-0.6247,-0.6133,17.9264,17.9181,17.934,4.647286493087387,0.0009547514265388,4.150016493087387,0.0009547514265388,0.8211116,56.45,0.74
Gaia DR3 4188997606567280384,HIP 98204,188807,299.331,-12.570278242707582,55.82379393477465,0.024681628,523.4116,-93.77390772611562,-514.9428587590523,1.1053973,8.729497,9.504207,7.8729434,3995.0083,3989.875,4049.6843,4.5246,4.5217,4.5295,-0.5,-0.5044,-0.3967,17.9498,17.8909,18.5613,7.46359374486782,0.0009600830387648,6.60704014486782,0.0009600830387648,1.6312636,52.92,1.48
Gaia DR3 2322574488107786624,HIP 1936,2025,6.11138,-27.02639926481456,55.824275158485456,0.02467621,671.0286,665.7548719573953,83.96357892036471,0.94400537,7.6292706,8.125584,6.9674387,4759.745,4758.815,4760.634,4.557,4.5562,4.558,-0.3636,-0.3692,-0.3574,17.9,17.889,17.9095,6.363386063758694,0.0009598640112082,5.701554163758694,0.0009598640112082,1.1581453,55.53,1.08
Gaia DR3 493650660400463488,HIP 17749,23189,57.0058,68.67400598097255,55.82544597930031,0.013489097,279.83145,124.66470222152633,250.52813722262,0.96095115,8.772154,9.523699,7.929006,3975.3118,3975.015,3975.637,4.2753,4.2748,4.276,-1.4998,-1.5,-1.4988,17.8962,17.8919,17.9006,7.506315006283478,0.0005246926741198,6.6631670062834765,0.0005246926741198,1.594693,57.53,2.68
Gaia DR3 369092520004831232,HIP 3206,3765,10.2074,40.18419884311135,55.84122126550314,0.02347383,758.1546,356.31823483004644,-669.2052602194763,1.0481493,7.0926743,7.5670233,6.453562,4874.7036,4874.0215,4875.3833,4.4893,4.4887,4.49,-0.0149,-0.0182,-0.0114,17.8925,17.8849,17.9004,5.827448839396174,0.0009128163037619,5.188336539396174,0.0009128163037619,1.1134613,57.9,0.98
Gaia DR3 1385293808145621504,HIP 79248,145675,242.602,43.81632083726893,55.86571683862104,0.029119799,324.93173,131.74474967100585,-297.02518604321324,1.8191345,6.39524,6.813117,5.81107,5177.202,5176.23,5178.254,4.4185,4.4178,4.4191,0.1783,0.1735,0.1833,17.8885,17.8792,17.8986,5.130966878846814,0.0011318720926576,4.546796878846815,0.0011318720926576,1.002047,55.11,0.59
Gaia DR3 6244076338858859776,HIP 78843,144253,241.42,-20.451590988534043,55.88087716773176,0.22070897,458.584,295.0102774000705,-351.0957653132113,12.704831,7.0510297,7.6099677,6.3387957,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.787345773298384,0.0085765642078046,5.075111773298383,0.0085765642078046,1.271172,53.93,1.11
Gaia DR3 2442996678074668288,HIP 117966,\N,358.914,-6.144283027144629,55.91995968573827,0.043934,611.7044,-480.2372776070784,-378.8858001394481,2.085181,10.154101,11.381107,9.046749,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.891935248213546,0.0017060364314458,7.784583248213544,0.0017060364314458,2.334358,57.97,11.8
Gaia DR3 579567598501642368,HIP 45383,79555,138.723,4.44291018916615,55.93381446820585,0.16066045,77.950905,-75.44548336352065,19.60414770195184,5.0211816,7.653692,8.158969,6.857188,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.392064187648303,0.0062372054761929,5.595560187648304,0.0062372054761929,1.301781,54.25,1.14
Gaia DR3 2904830113367963264,HIP 25421,35854,81.5627,-32.50515745795846,55.98581713923642,0.016548838,261.27606,245.53356327004963,-89.32219788866844,1.0501738,7.4225545,7.9150076,6.767079,4791.3335,4790.692,4791.9727,4.5344,4.5339,4.5348,-0.1876,-0.1909,-0.1842,17.8571,17.852,17.8626,6.162944606611557,0.0006418651724557,5.507469106611557,0.0006418651724557,1.1479286,55.76,0.76
Gaia DR3 3868080055385587840,HIP 54227,\N,166.432,10.23281932588882,55.988218415765886,0.021253275,930.72656,609.5385212838906,-703.359561191135,1.0632985,11.270958,12.609363,10.129927,3159.0452,3157.8904,3163.217,4.1953,4.1911,4.2087,-0.8798,-0.884,-0.8651,17.8706,17.8613,17.8913,10.011441240804787,0.0008242966787834,8.870410240804787,0.0008242966787825,2.479436,54.9,4.62
Gaia DR3 676689831406224128,HIP 39826,\N,122.054,21.103488202414663,56.00835147843247,0.020427639,463.2091,-296.69786383870905,-355.7148518695625,0.9879032,8.843625,9.652585,7.9650416,3953.079,3950.0486,3963.2769,4.4885,4.4797,4.5054,-0.8196,-0.8603,-0.742,17.857,17.84,17.8795,7.584888950260652,0.0007919900385577,6.706305550260652,0.0007919900385577,1.6875434,58.42,2.51
Gaia DR3 6313600142709958144,HIP 73457,132683,225.181,-11.137268494322058,56.06777131891592,0.025764314,481.3466,-15.477827551472132,-481.0976628242902,1.2478139,8.844958,9.698564,7.939718,3808.5635,3800.9167,3830.57,4.418,4.3955,4.4509,-0.6319,-0.6888,-0.5187,17.834,17.8091,17.9575,7.5885244666763985,0.0009978370750776,6.6832844666763975,0.0009978370750776,1.758846,51.26,1.76
Gaia DR3 1515952176488267008,HIP 63253,\N,194.416,35.22441778572237,56.11070438680185,0.28438175,297.85025,-277.6477991704464,-107.82614199088584,10.599396,9.7722025,10.808141,8.758016,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.517431103308859,0.0110056078992641,7.503244603308858,0.0110056078992646,2.050125,55.27,3.15
Gaia DR3 892160231749198848,HIP 36366,58946,112.279,31.785435445699783,56.11172845740712,0.3924087,188.92691,137.99727516179132,129.0353821378184,3.8358347,4.094832,4.248306,3.7680123,7002.8057,6997.1104,7009.6636,4.1248,4.1161,4.1511,-0.3954,-0.4056,-0.3849,17.8343,17.2384,18.0394,2.840100234263357,0.0151861042316472,2.513280534263357,0.0151861042316472,0.4802937,54.06,0.95
Gaia DR3 657608666099404544,HIP 42267,\N,129.283,15.12533795095162,56.11184010495349,0.02470206,903.1855,-127.05600261790568,-894.2040154339082,1.2689109,10.738581,12.014285,9.614002,3223.8347,3223.1553,3226.6057,4.1943,4.1919,4.2019,-0.7368,-0.7393,-0.7256,17.8344,17.8215,17.9019,9.483853554916667,0.0009559452178553,8.359274554916666,0.0009559452178553,2.400283,52.66,15.21
Gaia DR3 6634032740544236032,HIP 89042,165499,272.608,-62.001231350486286,56.19606259949654,0.267439,235.3856,-76.95190101786314,222.4517728684893,4.7992907,5.311746,5.6184983,4.8456597,5812.785,5811.78,5813.781,4.2535,4.2505,4.2562,-0.428,-0.4367,-0.4193,17.7317,17.6485,17.819,4.060275438057412,0.0103341901047238,3.5941891380574136,0.0103341901047238,0.7728386,56.32,0.68
Gaia DR3 5087043657197267200,HIP 17651,23754,56.7113,-23.252076788991744,56.228101065104696,0.13927396,553.26276,-159.91989296143683,-529.6464279832751,2.144125,4.1130624,4.3284616,3.7340684,6483.9487,6482.2866,6486.0493,4.026,4.0176,4.0286,-0.5811,-0.5952,-0.56,17.9003,17.831,18.2018,2.8628294838397235,0.0053786305116529,2.483835483839723,0.0053786305116529,0.5943932,55.79,0.69
Gaia DR3 5602386058511578368,HIP 38594,\N,118.544,-25.30227934852977,56.23564192054527,0.012676011,361.84613,-300.85636789625005,201.04246850614496,0.9958198,9.089835,9.960923,8.171782,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.839893284525798,0.000489469092471,6.921840284525797,0.000489469092471,1.789141,51.16,1.57
Gaia DR3 1191518146611956096,HIP 77801,142267,238.3,13.194131836047603,56.24048274575952,0.220642,581.0987,-150.61781477602003,-561.2396531120999,8.84668,5.9265714,6.235358,5.4437513,5686.782,5685.6025,5687.9688,4.366,4.3633,4.3684,-0.7558,-0.7658,-0.7468,17.7563,17.6878,17.8349,4.676816599187549,0.0085191387077703,4.193996499187549,0.0085191387077703,0.7916067,57.27,0.88
Gaia DR3 1821708351374312064,HIP 98819,190406,301.024,17.068323509168412,56.26925138931947,0.043279313,571.06244,-387.47184414758806,-419.4971680644172,0.89257395,5.645246,5.9465437,5.1780386,5852.927,5851.385,5854.177,4.3674,4.3664,4.3687,-0.1244,-0.1359,-0.1159,17.7486,17.7079,17.7648,4.396601686517225,0.0016701813209576,3.929394286517225,0.0016701813209576,0.7685051,56.6,0.76
Gaia DR3 5443051537858529792,HIP 52341,\N,160.465,-36.63305844221938,56.31035738886478,0.016033595,116.87054,-93.49609608120312,70.12276327406919,1.066667,9.439326,10.402542,8.467703,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.192267418583867,0.0006182967347969,7.220644418583868,0.0006182967347965,1.934839,61.18,3.85
Gaia DR3 3480332916165099904,HIP 57507,102438,176.814,-30.287523728032085,56.36256241989167,0.016873894,350.32373,-266.1284409003906,-227.82092288729547,0.87550795,6.304665,6.64704,5.786444,5481.9854,5480.896,5483.7188,4.4248,4.424,4.426,-0.6038,-0.6116,-0.5933,17.7299,17.719,17.7364,5.059618646416737,0.0006500981286801,4.541397646416737,0.0006500981286801,0.860596,56.26,0.77
Gaia DR3 1234693112077610880,HIP 72237,\N,221.597,16.49260116531805,56.36642126586735,0.016269553,928.2525,-108.6186846547924,-921.87562571853,1.0326188,8.712721,9.451312,7.878923,4049.1663,4025.0796,4058.62,4.5498,4.5224,4.5617,-0.5884,-0.6933,-0.5054,17.7489,17.7097,17.9527,7.467823310536612,0.0006267718553418,6.634025310536613,0.0006267718553418,1.572389,56.87,1.29
Gaia DR3 6891134705556330880,HIP 106147,204587,322.516,-12.511221908001415,56.42645663207223,0.023555445,1052.3188,1019.7961402902084,-259.59745573961675,1.0347167,8.540231,9.297098,7.6906857,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.297644895382209,0.0009064897024488,6.448099595382208,0.0009064897024488,1.6064123,55.38,1.42
Gaia DR3 4866978844438656768,HIP 22451,30876,72.4679,-35.10813709607592,56.53743031557914,0.014430951,116.93355,-25.9984627128496,-114.0067276737415,0.94009584,7.2543697,7.7163324,6.6254234,4899.634,4898.585,4900.887,4.5222,4.5213,4.5237,-0.316,-0.3228,-0.3047,17.6824,17.6772,17.6876,6.016050027353506,0.0005542595842289,5.387103727353507,0.0005542595842289,1.090909,55.59,0.71
Gaia DR3 6026895540811552512,HIP 82834,152606,253.909,-32.06915649384262,56.53807966336071,0.01712208,340.8534,94.9152622634946,-327.3715546790992,0.8687122,8.943901,9.7984295,8.037454,3921.3901,3912.0625,3936.7803,4.5467,4.5377,4.5558,-0.4106,-0.4808,-0.2714,17.6323,17.5752,17.7773,7.705606267162173,0.0006576121027026,6.799159267162173,0.0006576121027026,1.7609755,53.54,1.69
Gaia DR3 4852870701505115904,HIP 15799,21175,50.8973,-40.07622273995087,56.55696734255256,0.027008036,73.016426,63.985467847554695,35.174679360106374,1.2139484,6.7037525,7.1205554,6.115734,5304.386,5301.1836,5306.952,4.5127,4.4976,4.5253,0.1026,0.0679,0.1303,17.6202,17.5692,17.6645,5.4661830699179,0.0010369581719618,4.8781645699179,0.0010369581719618,1.0048214,58.53,1.04
Gaia DR3 4187837450005193088,HIP 96085,183870,293.029,-11.274860922608598,56.56573877095166,0.022708906,235.28888,234.5873561940905,18.155711205041225,1.048768,7.265495,7.736052,6.628432,4866.6045,4865.3677,4867.7563,4.5233,4.5225,4.5238,-0.2166,-0.2234,-0.2105,17.6727,17.6634,17.6892,6.0282623177814045,0.0008717603013757,5.391199317781405,0.0008717603013757,1.10762,55.5,0.9
Gaia DR3 3083867749248355456,HIP 38931,65277,119.49,-0.814376708826008,56.64121974787593,0.025398394,157.32509,-157.1423958396349,7.579509089257312,0.9180354,7.7376018,8.28789,7.035341,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.503264785773326,0.0009737063530588,5.801003985773327,0.0009737063530588,1.252549,57.26,1.45
Gaia DR3 4072260704719970944,HIP 92444,\N,282.587,-26.923737298153863,56.66021768982383,0.018035954,142.42245,-140.5224614186506,-23.186069766767776,0.8801597,9.050766,9.9169,8.136176,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.817157193783692,0.0006912182728893,6.902567193783693,0.0006912182728893,1.780724,57.87,1.92
Gaia DR3 3531296963739811200,HIP 55119,\N,169.282,-27.813869948316142,56.68593441662279,0.014403455,218.52258,204.8352121231349,-76.12262565291296,0.95725185,9.108641,9.98204,8.190586,3888.7915,3875.9353,3904.448,4.5669,4.55,4.5814,-0.5232,-0.6173,-0.4002,17.6438,17.6071,17.6825,7.876017549927283,0.0005517542601913,6.957962549927283,0.0005517542601913,1.791454,56.96,1.4
Gaia DR3 2171727299589482112,HIP 106557,\N,323.713,51.538502503558405,56.71539972127668,0.03268682,555.57715,458.9052458276693,313.164423366211,1.1644818,10.724582,12.027866,9.584763,3212.401,3211.5652,3220.764,4.177,4.1739,4.2054,-0.7273,-0.7306,-0.6919,17.6702,17.6497,17.7308,9.493086986343313,0.0012514861217995,8.353267986343312,0.0012514861217995,2.443103,57.37,2.59
Gaia DR3 4978671015158662528,HIP 1696,\N,5.33219,-45.75004254758368,56.84802176199547,0.019117692,818.3299,70.04759101037779,-815.3264185127455,1.0955764,9.632791,10.620619,8.644017,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.406367781987939,0.0007302548266396,7.417593781987939,0.0007302548266396,1.976602,55.68,2.02
Gaia DR3 4937200425857908992,HIP 9007,11937,28.9943,-51.60756961156581,56.85081150608127,0.16275786,741.0616,680.1097589968587,294.3179091280063,3.6681905,3.4718022,3.9695623,2.857096,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.245485541609336,0.0062167128073977,1.630779341609335,0.0062167128073977,1.1124663,57.19,0.62
Gaia DR3 3732539683617410816,HIP 64792,115383,199.192,9.425004654149063,56.85773969737915,0.12240193,386.0537,-335.47288271438487,191.03773116652405,0.98867846,5.0398397,5.340518,4.5810122,5930.7803,5928.505,5933.063,4.2253,4.2229,4.2272,-0.1623,-0.1822,-0.149,17.5707,17.5302,17.612,3.813787654536166,0.0046746990978205,3.3549601545361663,0.0046746990978205,0.7595058,55.71,0.85
Gaia DR3 2929062902976882304,HIP 34361,\N,106.846,-21.45852014574668,56.933600757437695,0.017264288,286.77148,195.14755951077632,-210.1316520736746,1.0762309,10.150474,11.341142,9.058939,3343.1187,3338.0278,3352.0374,3.9606,3.9523,3.9884,-1.2023,-1.2122,-1.1754,17.528,17.381,17.7019,8.927317257862764,0.0006584675079785,7.835782257862764,0.0006584675079785,2.282203,58.04,2.46
Gaia DR3 4843073709303881728,HIP 18450,25004,59.1519,-41.3431573010344,56.93518463192297,0.013965234,111.07246,61.16620373779859,92.71346224911623,1.0934254,8.376395,9.074453,7.568166,4336.919,4335.169,4339.1904,4.6331,4.6245,4.6445,0.1817,0.154,0.2217,17.5208,17.4993,17.5439,7.1532986666874185,0.0005326253199608,6.345069666687418,0.0005326253199608,1.506287,56.69,0.9
Gaia DR3 6187271616797377152,HIP 63618,113194,195.585,-26.787999682498896,56.940706141472994,0.19462647,254.08304,-157.13294593407787,-199.6682937599104,7.2342925,7.8673387,8.569897,7.0506263,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.644452943405189,0.0074222412098072,5.827740543405189,0.0074222412098072,1.5192707,56.87,1.11
Gaia DR3 1521686782461765888,HIP 62207,110897,191.245,39.27953401498874,56.95876286948424,0.03228926,385.62766,-359.69874606984007,139.01619673413714,0.8316593,5.8030252,6.0948205,5.3384056,5841.451,5838.3926,5846.202,4.3358,4.333,4.3392,-0.3872,-0.403,-0.3597,17.4619,17.4207,17.4996,4.580827939802083,0.0012309825774332,4.116208339802082,0.0012309825774332,0.7564149,57.57,0.64
Gaia DR3 4634528720388462592,HIP 1292,1237A,4.06377,-79.85142960812378,56.96442817792121,0.019215303,437.74554,434.10486443632266,-56.33934229081832,1.0279591,6.408673,6.787174,5.862994,5367.1675,5364.266,5370.1855,4.44,4.439,4.4411,-0.4662,-0.4747,-0.458,17.5522,17.5465,17.558,5.186691710946488,0.0007324834677042,4.641012710946488,0.0007324834677042,0.92418,56.76,0.53
