designation,ra,dec,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper
Gaia DR3 1089400763661597440,113.37909878073626,64.15647613415042,50.06421573579301,0.03907864,260.98422,42.26607735581379,-257.53900424412467,1.0117233,16.000692,16.438784,15.398046,,,,,,,,,,,,
Gaia DR3 1092545710514654464,129.79848216263676,65.02129699890843,69.2575995687921,0.048491586,92.01596,-27.274471017671917,87.88083046986,1.1658813,5.4989767,5.817055,5.012697,5710.941,5709.386,5712.0947,4.3942,4.3909,4.3955,-0.459,-0.467,-0.4498,14.4485,14.4292,14.5337
Gaia DR3 2066768499405895296,313.2412180042452,43.171978181149036,60.01903466448856,0.018548802,373.82486,-197.44890973329603,-317.4255084959136,1.305153,11.908527,13.343314,10.730004,3104.6934,3103.9128,3106.9746,4.4114,4.4079,4.42,-0.7976,-0.8014,-0.7875,16.6725,16.664,16.6803
Gaia DR3 1092897519875582592,133.00249181194692,66.13193849158426,60.61406161968998,0.014314394,137.4185,94.8469309783903,99.43795136294996,1.1214712,8.685255,9.473858,7.81896,3968.3408,3956.581,3980.354,4.4725,4.432,4.5027,-1.0084,-1.1291,-0.9029,16.4808,16.4343,16.5031
Gaia DR3 1093918828739878528,129.09378163676524,67.2952414926635,70.6194625207145,0.22524668,1072.6733,-1070.5276066487359,67.81479629140435,13.3707075,8.615115,9.513581,7.6258993,,,,,,,,,,,,
Gaia DR3 1094235934764378112,128.94437156732053,68.06670261378376,76.9371853120815,0.016850756,1008.7177,-837.3263519140706,-562.4909065287461,1.1896193,10.549882,11.88625,9.407161,3162.5554,3151.4358,3247.6558,4.2233,4.1814,4.5133,-0.8151,-0.8657,-0.4686,13.0,12.9532,13.0666
Gaia DR3 1099288633074163328,104.49096610061352,62.319719876796356,87.03112634346951,0.049590927,614.03784,298.608505647457,-536.5402172695465,1.9316465,12.148522,13.946473,10.676184,,,,,,,,,,,,
Gaia DR3 1099288637370627072,104.49025985938317,62.319580264093716,87.24166697188599,0.13359119,573.1035,320.63634879355135,-475.01573789758305,1.3396655,13.639243,,,,,,,,,,,,,,
Gaia DR3 200296663143599104,73.15109158635963,40.70183928537737,74.06984596438883,0.0488121,1606.9323,1175.720000968031,-1095.405742486073,1.0590621,12.043524,13.698364,10.790067,,,,,,,,,,,,
Gaia DR3 3435919896308345856,98.63950672895379,31.50140313353504,52.34776927493716,0.02108072,192.3901,35.03136423907597,-189.1738780312923,0.9496684,11.440355,12.841344,10.272794,3146.2378,3140.0208,3237.6511,4.2609,4.2406,4.5283,-0.6978,-0.7228,-0.3783,19.153,19.1097,19.3766
Gaia DR3 3435347596210300672,97.54268571065533,30.06098463454752,54.09315030636506,0.018397612,52.087307,51.267773554408606,9.20341600403316,1.1537926,13.170635,14.970025,11.897912,3082.0986,3081.7856,3082.3965,5.031,5.0307,5.0313,-0.1034,-0.1044,-0.1021,18.4311,18.4218,18.4388
Gaia DR3 5863130980814698112,195.32800428073094,-63.196879103829616,59.338654937678136,0.014948902,567.62854,-391.344182229725,-411.1591679738537,0.9246647,10.090543,11.156851,9.065391,3655.5322,3653.8108,3656.1785,4.7775,4.7762,4.7784,-0.1147,-0.1348,-0.1092,16.8219,16.8087,16.8382
Gaia DR3 4947513157730843136,41.29488660260175,-43.74395570978885,90.17717039545313,0.024988465,389.11893,32.03215381662319,-387.7982537222423,1.1959121,11.048344,12.612056,9.831223,3018.1453,3017.723,3018.4966,4.2727,4.2714,4.2743,-0.7791,-0.7807,-0.7771,11.0923,11.0885,11.0968
Gaia DR3 4656782698309778432,88.3603907587593,-71.56206618017886,87.68027391416446,0.02678131,397.137,12.125021011220024,396.9518605243407,1.1408013,14.089678,16.696323,12.670469,,,,,,,,,,,,
Gaia DR3 4934923028038871296,18.80055894824174,-45.53087326120101,65.52703093363316,0.070420526,688.5113,665.0856537573542,178.0697950351904,1.381075,4.8279195,5.1077824,4.3799143,5980.5386,5979.61,5981.3926,4.1673,4.1655,4.1693,-0.2454,-0.2523,-0.2395,15.2569,15.2394,15.2733
Gaia DR3 4955395178633330304,24.680238078048315,-45.242401989897964,59.717704429683934,0.013760668,166.32272,-150.790059886341,-70.18266883934484,1.01897,9.6543,10.600502,8.693587,3556.9624,3556.2341,3557.7515,4.2226,4.2194,4.2272,-1.1506,-1.1553,-1.1439,16.7386,16.7261,16.7437
Gaia DR3 4955395178633330432,24.681830363431764,-45.24667702813953,59.70328723625286,0.015211136,172.429,-154.8770086869876,-75.7949302861648,1.1233547,9.880607,10.868011,8.896194,3744.981,3744.4731,3746.9941,4.7655,4.7626,4.7669,-0.2914,-0.2948,-0.2628,16.702,16.6737,16.8958
Gaia DR3 4960651016012601856,24.841366809333778,-39.60350836178757,114.60403630806456,0.040204506,270.13528,143.6343223245434,-228.78428390288963,1.6810843,12.568368,14.691125,11.223761,,,,,,,,,,,,
Gaia DR3 4941699593078093952,26.928718340948226,-48.602865549262184,64.08793947569066,0.19352736,390.07196,240.48704542254745,-307.11906804654757,3.8540936,11.602898,12.667656,9.931643,,,,,,,,,,,,
Gaia DR3 4941774600386872960,28.211506635601257,-48.095754425177795,74.71020217629189,0.027554693,560.1872,-515.8598232077916,-218.39945301853652,1.4860286,12.277165,14.055444,11.003632,3092.0654,3090.694,3102.7236,5.0029,4.9947,5.0041,-0.0196,-0.0258,-0.0092,13.343,13.3089,13.8243
Gaia DR3 4937000898856154624,32.62406949532682,-50.820823199984886,92.6160563378182,0.15740973,2282.4045,2168.886011133065,710.8477271238621,4.4071383,13.0888405,,,,,,,,,,,,,,
Gaia DR3 4937000898856156288,32.62294594706244,-50.82090583925884,92.92514044230325,0.04607932,2219.1003,2125.416146679918,637.975043070748,1.6669345,5.893562,6.3114066,5.297973,5152.9077,5146.089,5162.8096,4.5439,4.529,4.5644,-0.0118,-0.0434,0.0195,10.7084,10.6803,10.7397
Gaia DR3 4946938113149426944,38.59437994852723,-43.797656906533284,86.61238273731313,0.03549785,299.0567,57.515912311779886,-293.4737401742233,2.2607906,8.196382,9.175138,7.1962285,3611.9612,3578.8213,3703.6118,4.1371,4.0321,4.4732,-0.9835,-1.1028,-0.2742,11.5207,11.3137,11.5928
Gaia DR3 4937200425857908992,28.994282975057555,-51.60756961156581,56.85081150608127,0.16275786,741.0616,680.1097589968587,294.3179091280063,3.6681905,3.4718022,3.9695623,2.857096,,,,,,,,,,,,
Gaia DR3 6743125631414820224,288.16782061103294,-36.25773830304885,87.08411564393202,0.07164669,2103.104,773.1232232131329,-1955.8443586353374,1.2618225,12.492158,14.18111,11.229515,,,,,,,,,,,,
Gaia DR3 6742962972412390912,290.5241642082332,-35.063462184524234,53.1497791804199,0.021580724,250.18939,120.0226788926327,-219.52058703364224,1.1867715,13.399608,15.170221,12.133557,3001.5344,3000.1868,3004.8516,4.7978,4.76,4.8031,-0.5364,-0.5896,-0.519,18.7965,18.7311,19.2369
Gaia DR3 5486916932205092352,107.40960930410569,-57.06023470133151,58.55570350622938,0.05929977,468.279,331.63616837133736,330.6095325593851,3.8310494,12.175583,13.87332,10.928801,,,,,,,,,,,,
Gaia DR3 4423865487962417024,236.00738859967447,2.5145586194039793,67.60073784021641,0.036033303,143.27217,-42.43111062102935,-136.8448650184824,1.0497818,5.7004476,6.040487,5.187979,5579.6113,5577.7036,5584.245,4.3809,4.3799,4.3834,-0.0962,-0.1008,-0.0787,14.7516,14.7338,14.7664
Gaia DR3 4418203587193988480,228.45641359277727,-1.3536263795284098,57.92051412635043,0.029988322,1366.593,-1270.3904654631415,-503.6710789895851,1.2414117,6.3889394,6.7691693,5.8316107,5260.9116,5259.6724,5262.1157,4.4104,4.4095,4.4112,-0.5161,-0.5251,-0.5072,17.2486,17.2364,17.2586
Gaia DR3 4114677389434590720,259.6622417554194,-22.83283214087656,67.93565344487588,2.7046087,25.747015,-18.219223976253335,18.19254471090811,1.3889692,,,,,,,,,,,,,,,
Gaia DR3 4419140645978987904,228.9973201362148,0.7957516031522688,63.213852656817025,0.022872778,224.79027,178.09847996708302,-137.15537783747953,1.2418057,6.703806,7.123222,6.1134253,5166.087,5155.7285,5171.697,4.5603,4.539,4.5694,0.0692,0.0282,0.0838,15.7843,15.7561,15.8092
Gaia DR3 4423007800173036544,236.8120142223106,1.8224806276085699,55.69354078444281,0.3672234,223.21516,-213.41821720539463,-65.4039450906271,10.027137,14.450013,16.908861,12.966404,,,,,,,,,,,,
Gaia DR3 2019802555283940608,292.17175325969595,23.935004798378436,146.4067299939191,1.2000669,344.6955,-246.9990718640468,240.42971190082355,1.2424808,20.63769,21.986591,18.5078,,,,,,,,,,,,
Gaia DR3 2947050466531873024,101.28662552099249,-16.720932526023173,374.48958852876103,0.2313347,1024.399,-461.570505530133,-914.5196209016666,2.4190555,8.524133,8.120362,8.398789,,,,,,,,,,,,
Gaia DR3 4389844948935164544,262.59483404601906,5.547410099313729,98.84390060325413,0.015594923,251.08513,29.738576040378977,-249.31779175249292,0.919199,8.53296,9.528842,7.5443788,3754.776,3751.9692,3761.7185,4.693,4.6886,4.7018,-0.0648,-0.0915,-0.0109,10.1068,10.1014,10.1202
Gaia DR3 5629282488047547648,134.7757585615114,-31.227755871302918,53.11445815699095,0.02201768,1082.9398,693.5989152883086,-831.6724751673148,1.2985245,12.402631,14.036766,11.16189,3000.391,3000.185,3000.6628,4.3441,4.3433,4.3451,-0.6964,-0.6976,-0.6952,18.8866,18.8778,18.8944
Gaia DR3 5243594081269535872,145.69216012443803,-68.87998537875298,153.75934537322692,0.02489855,1131.3927,-75.8282413684787,1128.8488141856592,1.0661858,11.133258,12.993792,9.839672,3040.3696,3037.9736,3041.007,5.0426,5.033,5.0434,-0.0973,-0.1097,-0.0949,6.4933,6.4874,6.4977
Gaia DR3 4483969878781058944,276.792518530562,11.270370033520146,43.556687679037275,3.6769521,4.2733,-4.272389500949758,-0.08821119570784353,1.2850616,20.678068,20.617502,19.579117,,,,,,,,,,,,
Gaia DR3 6858312737278836736,310.74095295401327,-18.922175927632683,52.43493392308314,0.019544473,1048.6426,601.3929841203856,-859.0563104373887,1.040333,9.906701,10.964319,8.878991,,,,,,,,,,,,
Gaia DR3 6856077189625042688,308.40224210084426,-21.336459771050528,55.77986649117862,0.10401354,137.42258,-117.63708181152462,-71.03859187410436,4.2794914,11.482919,12.809018,10.335364,,,,,,,,,,,,
Gaia DR3 6858958940879829248,312.4711253064467,-17.26945706554899,53.28172499958504,0.053722527,317.95886,302.2466052049922,-98.71586533632916,0.9981899,15.749394,18.620657,14.288995,,,,,,,,,,,,
Gaia DR3 6915795853718552960,314.4753768498036,-2.8755237164535354,64.71017756178037,0.16572414,102.41216,-2.9995581118267665,-102.3682238938377,0.967678,18.040865,20.612942,16.480549,,,,,,,,,,,,
Gaia DR3 6916929660661726208,313.28984955557723,-1.5521710100678339,58.407800240813415,0.060325522,454.38892,399.8505176470161,-215.84451106702366,0.86552644,13.97007,16.018078,12.642046,,,,,,,,,,,,
Gaia DR3 4503794795019024000,282.1223504055496,10.743510433362106,59.2344538576215,0.019219056,454.94083,128.0863280832186,-436.53756339987666,0.9195626,7.606561,8.177541,6.8850822,4542.2188,4523.148,4548.777,4.5353,4.5209,4.5406,-0.0346,-0.1804,0.0104,16.8606,16.7728,16.8774
Gaia DR3 191109281417914880,84.85713696339813,40.64152329977908,87.97466867359388,0.08009635,1055.408,646.1495920545658,-834.4919233149807,0.9925205,15.273339,18.656435,13.76363,,,,,,,,,,,,
Gaia DR3 6056881391901174528,193.80080693446234,-59.4731389365543,57.842143700259264,0.035889223,387.59146,24.57613266058533,-386.81150816440714,1.07186,14.837814,17.353464,13.430997,,,,,,,,,,,,
Gaia DR3 4093301474693288960,277.82835490136483,-18.90968252923386,75.84760043520981,0.034853466,239.39586,-138.2153033040824,-195.46587993920184,0.7098678,6.5646515,7.0118737,5.950741,4979.2075,4976.273,4981.9883,4.5288,4.5278,4.5299,-0.4479,-0.4556,-0.4411,13.1764,13.1708,13.1828
Gaia DR3 4258787045551023104,282.27788059238924,-3.254904218703944,58.35823810658455,0.031386916,269.59122,269.37084552297017,-10.898134251531951,1.1569247,12.695243,14.47082,11.429313,,,,,,,,,,,,
Gaia DR3 2358524597030794112,18.13325425370941,-16.996154872479234,269.05730465038937,0.03366602,1363.3306,1205.074450317742,637.5466339679103,1.0011495,10.436525,12.331689,9.13462,,,,,,,,,,,,
Gaia DR3 2337628932595588608,357.9621072882983,-25.62602193516749,49.08117628430175,0.4531272,423.59406,373.99172883507015,198.90228034344463,5.4171886,17.179703,20.699333,15.440065,,,,,,,,,,,,
Gaia DR3 2348794198298597376,11.783978643085113,-23.508499578831902,49.45014049216179,0.19173795,226.09099,166.35979768819647,-153.1063368986001,4.594623,12.8847275,14.591828,11.632245,,,,,,,,,,,,
Gaia DR3 2348830516542653824,12.36401204858633,-23.2119122643033,53.052628381800204,0.028182508,533.66486,519.0490135214384,124.04141605286418,0.932588,6.9578214,7.3475842,6.398603,5230.2456,5228.7036,5231.5894,4.5048,4.5028,4.5058,-0.4203,-0.4304,-0.4121,18.8564,18.8381,18.8998
Gaia DR3 2349206308999273984,12.894709137689185,-22.91129544069207,65.0902364085195,0.024736652,672.691,613.2598551920532,-276.4516012376809,1.0495597,8.415547,9.172876,7.568672,,,,,,,,,,,,
Gaia DR3 2349206343359507584,12.899607379310654,-22.90983482076865,65.07326348704328,0.05009623,680.56573,619.8951493518819,-280.89089590531876,1.2877771,14.365647,16.68771,12.988802,,,,,,,,,,,,
Gaia DR3 2349916559152267008,10.356219925370175,-22.35233354272889,109.92764165734953,0.02020457,600.26556,-463.2060421074756,-381.7838948908595,0.98814744,14.297183,14.665041,13.753858,,,,,,,,,,,,
Gaia DR3 2340736324254735488,1.176391320557835,-20.974587718358716,66.48052358071891,0.13660108,763.13354,758.3599683562992,85.2229368170899,1.3434169,16.850798,20.419176,15.292363,,,,,,,,,,,,
Gaia DR3 5052876333365036928,44.36088479989624,-31.096292745521065,102.6992596547482,0.4758745,713.15436,623.3875119392331,346.37721600522434,1.1616254,19.888165,21.318203,18.244032,,,,,,,,,,,,
Gaia DR3 5053399803976245760,49.72741837524085,-34.357935616760344,70.98123026054824,1.8484838,391.63983,390.3101755523338,32.244823716978296,1.2745929,20.95818,21.47957,19.276514,,,,,,,,,,,,
Gaia DR3 2358022227591374336,16.23022246917644,-18.122448954793846,102.28274631661318,0.035804268,1381.3019,1292.1878660323266,488.1039078364903,1.1534077,12.697248,14.777573,11.35764,,,,,,,,,,,,
Gaia DR3 5062273240775788416,39.96417378346193,-34.14005671978969,92.00283104844637,0.017503658,1749.2039,535.7992170666919,-1665.1226355116828,1.0766189,10.681553,11.997281,9.546111,,,,,,,,,,,,
Gaia DR3 5059348952161258624,48.020701120552644,-28.98487006133274,71.43370405378651,0.13195507,716.0153,359.56470853011956,619.1858578778375,2.5998335,3.8014393,4.082066,3.3602977,6080.855,6079.803,6081.7764,4.018,4.0165,4.0195,-0.5576,-0.5659,-0.5502,14.0039,13.9724,14.0353
Gaia DR3 5059349158319689344,48.019242438399225,-28.984121178116506,71.00889596182354,0.08736323,722.8355,343.69952014135924,635.8944923055649,2.8498602,6.634122,7.1056385,5.993546,,,,,,,,,,,,
Gaia DR3 5059643002799575424,46.97079038744201,-28.23657947424524,51.094049142681385,0.020138642,348.2928,-330.2309401560534,-110.70403653212766,1.3632867,11.972005,13.307328,10.829595,3149.784,3149.2444,3150.5154,4.34,4.338,4.3422,-0.9085,-0.9106,-0.906,19.604,19.5941,19.6209
Gaia DR3 5059643105878789632,46.98061747753933,-28.22022128578243,51.008606443442694,0.018694947,352.95636,-333.93252578346227,-114.31215052004899,1.3292198,9.426588,10.383174,8.45547,3599.7278,3581.9426,3651.8374,4.2869,4.2249,4.4218,-0.683,-0.7703,-0.4693,19.6166,19.5596,19.6716
Gaia DR3 5055805741577757824,52.87633565748463,-30.71257633526702,79.94684601571684,0.055602875,406.40814,51.86937460686222,-403.08452862755985,1.0410969,15.628402,19.028793,14.108879,,,,,,,,,,,,
Gaia DR3 466652427262218240,45.012514355122065,62.86500045511667,50.49259957083721,0.026256438,303.69556,122.13896086353483,-278.0522771245654,1.1943889,14.360462,16.417513,13.034693,2983.3896,2983.108,2983.7976,5.1585,5.1573,5.159,-0.4415,-0.4436,-0.4375,19.6993,19.6802,19.7495
Gaia DR3 5339892367684811520,168.9804069674639,-57.5423983978393,78.89223586679518,0.03193162,2737.7556,-2468.4073805783923,1184.1752819642727,1.0095482,10.486478,11.832905,9.332071,3209.3408,3205.9739,3236.7341,4.1203,4.1139,4.1966,-1.1518,-1.1554,-1.0699,12.6964,12.654,12.8238
Gaia DR3 5073448642595674752,48.68701104937745,-26.445812488502554,53.55426056338445,0.01783956,237.99994,216.81038691288197,98.16937406775547,1.0906423,8.660047,9.367589,7.845291,4130.81,4129.418,4134.751,4.5505,4.5493,4.556,-0.5045,-0.5304,-0.5002,18.625,18.3858,18.6612
Gaia DR3 5075243629687810560,48.57727876178081,-23.15750510834894,62.90056245523361,0.050333288,372.702,331.23681721697665,170.8477069636891,1.8550874,11.326078,12.813094,10.12596,3153.6719,3149.476,3172.2913,4.1977,4.1841,4.2745,-1.0351,-1.0414,-0.8969,15.9391,15.7728,16.6061
Gaia DR3 2100693797539808896,286.70286291616685,40.1849209123471,59.670973998262056,0.10468114,473.70612,438.2932716676735,-179.71221308152457,1.1207656,17.81371,21.11243,16.244633,,,,,,,,,,,,
Gaia DR3 6018034958869558912,245.8914359505284,-39.22948746474345,77.45445300678792,0.043276638,77.39865,77.3976910067686,0.3858446568492385,0.94737566,11.0004,10.883363,11.231902,,,,,,,,,,,,
Gaia DR3 6018047019138644480,246.0058026651914,-39.192965569776966,77.56546482061312,0.066113755,73.82516,73.7483592823494,3.3665386250642886,0.85142505,5.215097,5.537262,4.729604,5723.8506,5721.862,5725.818,4.3984,4.3967,4.4003,-0.3303,-0.3458,-0.3133,12.8827,12.8646,12.8955
Gaia DR3 6018209128388194688,246.71366499706508,-38.210202611793854,71.73695812719225,0.04911257,393.46783,-295.8319603583389,-259.4231632997695,1.6625484,13.885518,16.095129,12.498873,2873.9575,2867.6755,2876.6062,5.1271,5.0813,5.1292,-0.1984,-0.2106,-0.1557,13.9843,13.9336,14.6881
Gaia DR3 4683897617110115200,6.482504988433097,-77.25279546754571,133.71940556671353,0.27199635,2242.8684,2218.9845482530773,326.44454180123256,3.6459582,2.6807318,3.2956264,2.371489,,,,,,,,,,,,
Gaia DR3 2705611005983192320,338.6921084252097,4.044371189279514,59.49701107938742,0.02566617,160.6615,-95.93560351944406,128.8738757352679,1.1877822,11.602958,12.93946,10.462202,,,,,,,,,,,,
Gaia DR3 3195919254111314816,63.82965602087436,-7.670903382610344,199.45161859738874,0.069206245,4083.715,-2247.1829426127065,-3409.8237087898747,1.5311921,9.775309,11.490885,8.501209,,,,,,,,,,,,
Gaia DR3 3195919254111315712,63.830787524383176,-7.672952135407352,199.6910732720413,0.05120331,4018.5908,-2236.168749069785,-3338.9552892508973,1.1953526,9.54224,9.481124,9.672128,,,,,,,,,,,,
Gaia DR3 3195919528989223040,63.80795300602079,-7.6680778150199815,199.6080124181338,0.12083028,4089.8354,-2240.0849838923477,-3421.8086201704023,1.9449321,4.179894,4.610995,3.5697494,,,,,,,,,,,,
Gaia DR3 3195979005694112768,63.19527963654766,-7.571397090484379,59.99037267917425,0.24067432,592.64935,408.43974651775136,-429.4301365843914,1.173406,18.504055,21.278976,16.928135,,,,,,,,,,,,
Gaia DR3 2717105133036645760,338.26170115162523,9.37860496034321,77.03461200556988,0.021512639,556.3815,538.1796824250598,141.1487996279024,1.2107295,9.542259,10.620544,8.511597,3634.9204,3634.6848,3635.138,4.7653,4.765,4.7656,-0.1411,-0.142,-0.1396,12.9583,12.9542,12.9627
Gaia DR3 2708839657453920256,335.0565229770535,6.72679864112854,55.38931104904864,0.020879336,399.85693,284.6178904886404,280.8526536309954,1.205241,12.183735,13.566876,11.03135,3235.8884,3130.339,3289.697,4.812,4.4584,4.9411,-0.4588,-0.8779,-0.3199,18.0488,17.9671,18.1414
Gaia DR3 3203124697405667712,65.95088653918056,-4.233918172124934,70.15017309793838,0.9335513,347.35587,-339.9556227243392,71.31803801367977,1.5730628,20.064823,21.427774,18.172626,,,,,,,,,,,,
Gaia DR3 3200303384927512960,70.09847133151465,-5.501688546295259,102.59423728721372,0.06124402,358.1503,334.52908551632225,127.91372740359907,1.0992194,14.904285,18.04914,13.408868,,,,,,,,,,,,
Gaia DR3 3192982561632526208,64.40826451300883,-7.999948708162854,55.20500297464265,0.11841941,457.0161,454.3690457788732,49.117314071159285,0.90459985,16.390032,19.798473,14.871545,,,,,,,,,,,,
Gaia DR3 3197487123332369536,61.52874997880343,-5.579705448233032,70.86986317489459,0.028485473,147.04727,23.19018581559728,-145.2071525571242,1.5983998,11.993692,13.544682,10.780243,3043.718,3029.9155,3163.0017,4.5055,4.4495,4.8505,-0.7175,-0.7827,-0.3087,14.0828,14.0316,14.1319
Gaia DR3 2719475542667351552,341.67743966776817,12.170469953913113,61.080568271062226,0.019841181,515.1744,223.2815989169306,-464.27356180825154,1.1430928,10.748917,11.914948,9.656448,,,,,,,,,,,,
Gaia DR3 2719475542667772416,341.67431037726243,12.170694096276746,60.916077332634366,0.17388831,545.5583,233.35407535031928,-493.1325502914664,3.2679982,4.069358,4.3281507,3.625858,,,,,,,,,,,,
Gaia DR3 2719512513745949184,342.0961253423981,12.536167811623086,51.49092046809177,0.03990693,503.53418,503.3522892429798,-13.533482868713099,0.94339013,14.824642,17.210835,13.4330435,2847.056,2829.0017,2852.8855,5.1301,5.0516,5.1461,-0.3182,-0.3677,-0.2844,19.5465,19.4107,20.2286
Gaia DR3 2710189960812052736,336.76251116872623,6.825575040979833,72.68153890632328,0.026362304,186.47011,183.13925999214442,-35.08719448392617,1.0724672,11.915672,13.505882,10.696963,3014.0125,3013.708,3015.1445,4.4104,4.4091,4.4154,-0.779,-0.7802,-0.773,13.7586,13.7513,13.7653
Gaia DR3 3198812859478372480,65.86135866378902,-7.397152593091982,51.065354293806706,0.018021578,228.82954,-144.36420779624183,-177.5441846611854,1.256783,13.175508,14.88557,11.92488,3129.317,3128.9011,3130.2275,5.0381,5.0356,5.0385,-0.1858,-0.1872,-0.1805,19.5363,19.5175,19.6538
Gaia DR3 2766234439302571904,1.8372377091198708,12.5048454839222,57.277001750668994,0.058457207,424.27258,355.0270110930993,-232.29945183493905,1.0469538,16.257181,16.67076,15.655428,,,,,,,,,,,,
Gaia DR3 2759428629829608064,357.6535976770348,9.949318872191798,50.14831538141223,0.03224731,700.5929,652.9595417502628,253.91773159226113,1.5668577,10.597985,11.790701,9.320761,,,,,,,,,,,,
Gaia DR3 2759428634126128384,357.6539217495241,9.94925709891855,50.80855501441288,0.11625294,649.0164,613.6245550532719,211.39350463442594,1.5659056,12.3821945,,,,,,,,,,,,,,
Gaia DR3 2760661255379706240,356.69003158386596,11.485592339820352,50.82455959029246,0.143343,395.10873,-386.22904595678057,-83.29493324865417,1.1754411,17.376923,20.812963,15.827333,,,,,,,,,,,,
Gaia DR3 2775987485397299072,11.08183889277884,12.616598050741123,50.64767117224317,0.047736846,337.84772,283.3037753146519,-184.06535616105225,2.2053645,11.632858,13.054938,10.44288,,,,,,,,,,,,
Gaia DR3 2768048564768256512,3.958001989119532,13.557663185407279,82.19379738137908,0.032552015,700.3849,618.0650123092432,329.44598915255966,1.197815,11.399355,12.830511,10.227193,3111.5388,3094.1404,3280.566,4.4842,4.4162,4.9685,-0.7977,-0.8795,-0.2531,12.1986,12.1026,12.2735
Gaia DR3 5834738502136521600,241.60776958601596,-58.984758412271596,58.53122855429539,3.6329172,32.012512,26.343710525660157,-18.188176815250664,1.1538666,20.471031,21.62889,19.234314,,,,,,,,,,,,
Gaia DR3 2107257297843283584,284.1100119283428,46.382926799980986,51.18266860185122,0.024105284,309.7869,59.36575834113643,304.0454512018547,1.832759,12.609335,14.163043,11.336895,3006.282,3005.1453,3009.6887,4.4123,4.4077,4.4293,-0.6814,-0.6877,-0.654,19.5444,19.5292,19.5885
Gaia DR3 2109049433075667584,274.51201441539496,38.771513591166915,87.98137675447622,0.020579023,1116.5568,-377.5615428610884,-1050.7836408419616,1.1135117,12.178306,13.858023,10.931631,,,,,,,,,,,,
Gaia DR3 2109049433075668480,274.5155374143846,38.77115776695709,88.01086889240217,0.017144732,1089.9043,-363.83400739012757,-1027.3832214463705,1.1443362,10.748591,12.124523,9.590419,3132.201,3121.5305,3232.4866,4.3247,4.2813,4.6554,-0.8529,-0.8925,-0.4587,11.3453,11.2372,11.376
Gaia DR3 2110851841872084096,278.8265881157872,41.48734774831591,53.781734364996524,0.02263513,376.89474,375.72765913271616,-29.637556115767204,0.9482903,10.893905,12.011359,9.837349,3495.5627,3421.1477,3526.6711,4.6005,4.3032,4.745,-0.8221,-1.2134,-0.5927,18.5982,18.4728,18.7207
Gaia DR3 2110165780975185792,278.6530518091756,40.12307795291824,91.79954384973269,0.018584924,214.33257,57.530700180186585,-206.46710980880266,1.1090443,10.168245,11.717711,8.947818,,,,,,,,,,,,
Gaia DR3 2110336583235233536,277.99268627290746,40.68822682125043,73.70815012974893,0.017427398,423.15143,-92.67857049216407,412.8774665566638,1.1523582,10.809602,12.231006,9.633477,3095.8633,3093.2166,3113.292,4.1472,4.1385,4.2179,-0.8433,-0.8507,-0.7671,13.5477,13.4549,13.5648
Gaia DR3 392350008432819328,3.9121438389884853,47.58934198184821,86.99250931647948,0.036480345,81.589005,-78.673398826095,-21.616236472215483,0.9148647,9.992615,11.324109,8.851962,3215.3032,3214.599,3220.5305,4.0177,4.0109,4.0206,-1.2004,-1.2019,-1.195,11.5222,11.4735,11.7646
Gaia DR3 393155984814848128,2.025945508249953,47.95067855186984,53.623183787845996,0.03065867,124.1323,-124.05565122909393,4.3616892282195305,1.2686943,11.423243,12.989094,10.1998205,3000.2905,3000.0518,3001.2031,3.9606,3.9577,3.9663,-0.8195,-0.8211,-0.8154,18.5874,18.5452,18.6359
Gaia DR3 5925209514333720832,262.56573118520566,-51.6404321272004,62.57756152037352,0.022467772,326.53415,-269.0687630391767,-185.00421594298047,0.90174145,11.961119,13.631484,10.712767,3000.1257,3000.0205,3000.7961,4.3497,4.3484,4.3509,-0.6119,-0.6136,-0.6083,16.0145,15.9994,16.0805
Gaia DR3 5925209583053212800,262.54483233204513,-51.63780340759411,62.578583156160505,0.030342607,318.1589,-258.7585653401583,-185.1191085869023,1.640918,8.8669,9.809422,7.906497,,,,,,,,,,,,
Gaia DR3 393621524910343296,2.2322728822606455,49.31654365243212,67.76173440284941,0.035973612,406.63513,352.6706663536907,202.42411731979598,1.1029133,14.384546,16.769222,12.998102,2856.8083,2850.4075,2858.8684,5.1855,5.1559,5.1995,-0.5086,-0.5445,-0.4563,14.783,14.6997,15.1686
Gaia DR3 5700706729031126656,123.17043503163158,-21.55502398567159,123.20329450522371,0.02362702,694.1174,13.458423373876627,-693.9868644420849,1.1012337,10.67168,12.363419,9.416186,,,,,,,,,,,,
Gaia DR3 5701750715316821248,130.24445565917404,-23.45269701927076,65.87719202272015,0.040607672,928.01886,-461.344454674079,805.2206235882711,1.1111134,10.765108,12.232692,9.568874,,,,,,,,,,,,
